seriali	SurveyYear	DayofWeek	Age	Sex	Country	BACONANDHAM	BEEFVEALANDDISHES	BEERLAGERCIDERPERRY	BISCUITS	BROWNGRANARYANDWHEATGERMBREAD	BUNSCAKESPASTRIESFRUITPIES	BURGERSANDKEBABS	BUTTER	CHEESE	CHICKENANDTURKEYDISHES	CHIPSFRIEDROASTPOTATOESANDPOTATOPRODUCTS	CHOCOLATECONFECTIONERY	COATEDCHICKEN	COMMERCIALTODDLERSFOODSANDDRINKS	CRISPSANDSAVOURYSNACKS	EGGSANDEGGDISHES	FRUIT	FRUITJUICE	HIGHFIBREBREAKFASTCEREALS	ICECREAM	LAMBANDDISHES	LIVERDISHES	LOWFATSPREAD	MEATPIESANDPASTRIES	NUTSANDSEEDS	OILYFISH	ONEPERCENTMILK	OTHERBREAD	OTHERBREAKFASTCEREALS	OTHERMARGARINEFATSANDOILS	OTHERMEATANDMEATPRODUCTS	OTHERMILKANDCREAM	OTHERPOTATOESPOTATOSALADSDISHES	OTHERWHITEFISHSHELLFISHFISHDISHES	PASTARICEANDOTHERCEREALS	PORKANDDISHES	PUDDINGS	PUFAMARGARINEOILS	REDUCEDFATSPREAD	SALADANDOTHERRAWVEGETABLES	SAUSAGES	SEMISKIMMEDMILK	SKIMMEDMILK	SMOOTHIES100FRUITANDORJUICE	SOFTDRINKSLOWCALORIE	SOFTDRINKSNOTLOWCALORIE	SPIRITSANDLIQUEURS	SUGARCONFECTIONERY	SUGARSPRESERVESANDSWEETSPREADS	TEACOFFEEANDWATER	VEGETABLESNOTRAW	WHITEBREAD	WHITEFISHCOATEDORFRIED	WHOLEMEALBREAD	WHOLEMILK	WINE	YOGURTFROMAGEFRAISANDDAIRYDESSERTS	DRYWEIGHTBEVERAGES	CHEDDARCHEESE	COTTAGECHEESE	LOWFATSPREADNOTPOLYUNSATURATED	OTHERCHEESE	POLYUNSATURATEDLOWFATSPREAD	REDUCEDFATSPREADNOTPOLYUNSATURATED	REDUCEDFATSPREADPOLYUNSATURATED	SAVOURYSAUCESPICKLESGRAVIESCONDIMENTS	SOUPHOMEMADEANDRETAIL	SpecialDiet	Supps	UsualFoodQuantity	LessFoodReason	MoreFoodReason	UsualDrinkQuantity	LessDrinkReason	diarymth	MoreDrinkReason
900407262	9	Thursday	4	1	England	0	0	0	0	0	49	0	0	40	70	100	39.5	0	0	0	0	375	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	13	0	400	62.4	0	0	30.96	793.6	0	78	0	0	0	0	40	0	0	0	9.9	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900407282	9	Tuesday	13	2	England	0	0	0	20.99	193.5	0	0	0	6	36	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2.9	0	0	0	30	0	0	0	0	0	0	0	0	0	58	0	0	200	0	0	0	0	0	0	0	1068	40	0	0	38	0	0	80	0	6	0	0	0	0	58	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900407282	9	Wednesday	13	2	England	0	0	0	20.99	71.05	50	0	0	0	136	48	0	0	0	0	0	200	0	0	100	0	0	0	0	1.45	0	0	0	0	0	0	0	0	0	0	0	0	0	30	25	0	284	0	0	284	0	0	0	30	784	0	90	0	0	0	0	80	0	0	0	0	0	0	30	0	60	0	No	No	Usual Amount	 	At a special occasion or on holiday	Usual Amount	 	2	 
900407282	9	Thursday	13	2	England	46	0	0	0	0	0	0	0	0	0	48	0	0	0	25	0	121	0	0	0	0	0	0	0	10.34	0	0	0	35	0	0	0	0	0	0	0	0	0	20	0	0	250	0	0	284	0	0	0	0	1068	57	0	112	83.66	0	0	0	0	0	0	0	0	0	20	0	8	0	No	No	Less Than Usual	Sickness/Tiredness	 	Usual Amount	 	2	 
900407282	9	Friday	13	2	England	46	0	0	0	0	0	0	0	0	0	48	0	170	0	25	0	121	0	0	157.5	0	0	0	0	5.17	0	0	0	35	0	0	0	0	0	0	0	0	0	10	0	0	250	0	0	0	0	0	0	0	1568	57	0	0	41.83	0	0	0	0	0	0	0	0	0	10	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900408052	9	Sunday	17	1	Wales	0	0	0	0	0	0	0	0	47	0	0	0	0	0	16.5	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	297	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	No	No	Less Than Usual	Little food/drink in the house	 	Less Than Usual	Little food/drink in the house	1	 
900408052	9	Monday	17	1	Wales	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.9	0	0	0	0	50	0	0	0	0	0	0	0	0	0	800	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	1	 
900408052	9	Tuesday	17	1	Wales	33	0	0	0	140.8	0	0	24	0	0	240.2	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	24	0	55	0	0	0	330	0	0	10	595	0	0	0	0	0	0	135	1	0	0	0	0	0	0	0	30	0	No	No	Usual Amount	 	 	Usual Amount	 	1	 
900408052	9	Wednesday	17	1	Wales	0	0	0	0	64.8	0	194	24	0	0	279.4	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	295	900	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	1	 
900408061	9	Friday	54	2	Wales	0	415.51	283.5	22	0	0	0	0	0	0	0	0	0	0	0	57.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	730	0	63.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	1	 
900408061	9	Saturday	54	2	Wales	0	18.5	1078	0	0	0	0	0	0	0	157.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	20	0	0	0	330	25	0	0	240	0	38	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Less Than Usual	Other - Specify	 	Usual Amount	 	1	 
900408061	9	Sunday	54	2	Wales	0	0	567	0	0	0	0	0	0	100	123.915	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	75	0	40	0	0	660	0	50	0	0	480	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	1	 
900408061	9	Monday	54	2	Wales	30	0	0	21	0	0	0	0	0	0	0	60.2	0	0	45	60.1	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	440.01	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Less Than Usual	Too busy	1	 
900408171	9	Monday	88	2	Wales	0	0	0	22	0	48	0	22	0	0	0	0	0	0	0	67	146.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	425	0	0	0	0	990	0	19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Less Than Usual	Sickness/Tiredness	 	Usual Amount	 	1	 
900408171	9	Tuesday	88	2	Wales	0	100	0	22	0	40	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	970	0	27.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	No	No	Less Than Usual	Sickness/Tiredness	 	Usual Amount	 	1	 
900408171	9	Wednesday	88	2	Wales	52.5	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	109.41	0	0	145	0	0	0	0	0	60	0	100	0	0	0	0	660	0	45	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	No	No	Usual Amount	 	 	Usual Amount	 	1	 
900408171	9	Thursday	88	2	Wales	0	0	0	22	0	0	0	12	0	0	0	0	0	0	0	67	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	60	0	150	0	0	0	0	510	0	27.3	0	0	0	0	130	1	0	0	0	0	0	0	0	0	300	No	No	Usual Amount	 	 	Usual Amount	 	1	 
900408182	9	Saturday	5	1	Wales	0	0	0	0	0	0	0	0	10	0	135	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.4	0	0	0	7	0	0	500	0	0	814.4	0	0	0	0	0	75	32.8	0	0	0	0	80	18	10	0	0	0	0	7	0	153	0	Yes	No	Usual Amount	 	 	Less Than Usual	Other - Specify	4	 
900408182	9	Sunday	5	1	Wales	0	0	0	50.1	0	0	0	0	0	0	45	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.55	0	100	0	0	0	14	0	0	415	0	0	299.98	0	0	0	10	200	85.3	65.6	0	0	0	0	80	18	0	0	0	0	0	14	0	64.5	0	Yes	No	Usual Amount	 	 	Usual Amount	 	4	 
900408182	9	Monday	5	1	Wales	0	0	0	0	0	0	0	0	10	0	150	0	0	0	0	0	87	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.5	0	49.5	0	0	0	14	0	0	450	0	0	299.9	0	0	0	0	0	129.267	65.6	0	0	0	0	0	18	10	0	0	0	0	14	0	130.5	0	Yes	No	Usual Amount	 	 	Usual Amount	 	5	 
900408182	9	Tuesday	5	1	Wales	0	0	0	0	0	0	0	0	39	0	65	0	0	0	15	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	10	389	0	0	100	0	0	0	0	200	30	72.8	0	0	0	0	160	18	39	0	0	0	0	12	0	3	0	Yes	No	Usual Amount	 	 	Usual Amount	 	5	 
900408191	9	Thursday	44	2	Wales	13.965	0	0	86	0	42	60	26.25	0	0	0	10	0	0	0	41.895	14	0	188.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.925	90	0	0	0	0	0	0	0	1880	85	142.755	0	67.5	0	0	0	0	0	0	0	0	0	0	0	45.96	0	No	Yes	Usual Amount	 	 	Usual Amount	 	1	 
900408191	9	Friday	44	2	Wales	0	0	0	37.6	0	0	0	0	25	400	175	0	0	0	0	0	32	0	188.372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	790	90	45	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	No	Yes	Less Than Usual	Change of routine	 	Usual Amount	 	1	 
900408191	9	Saturday	44	2	Wales	28.45833333	0	0	107	42.6875	73.7	0	0	0	25.6125	0	0	70.4	0	12	114	14	0	188.6046512	0	0	0	0	0	0	30	0	0	0	0	0	0	160	0	0	0	0	0	0	20	0	150	0	0	0	0	0	0	0	1135	86.4	107.8416667	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	No	Yes	Less Than Usual	Change of routine	 	Less Than Usual	Change of routine	1	 
900408191	9	Sunday	44	2	Wales	50	0	0	43	0	42	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	175	0	0	0	0	0	0	204.6	0	0	0	0	0	0	0	1450	90	107.5	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	No	Yes	Usual Amount	 	 	Usual Amount	 	1	 
900408192	9	Thursday	2	2	Wales	18	0	0	7.2	1.4405	0	2	0	19	0	0	10	0	0	0	0	294	0	38.95348837	0	83.41514727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	100	0	0	0	0	0	0	0	250	35	98.4	0	0	75	0	214	0	19	0	0	0	0	9	0	60	0	No	Yes	Usual Amount	 	 	Usual Amount	 	1	 
900408192	9	Friday	2	2	Wales	0	0	0	0	0	0	0	0	0	30	23.4	0	0	40	0	0	240	0	0	0	0	0	0	0	0	0	0	0	17.7	0	0	0	0	0	23.68	0	114	0	9	0	0	75	0	0	0	0	0	0	0	225	10	34.4	0	0	150	0	80	0	0	0	0	0	0	9	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	1	 
900408192	9	Saturday	2	2	Wales	28.45833333	0	0	91.1	0	0	0	0	0	0	39.4	0	52.8	0	12	39.9	0	0	0	0	0	0	0	0	0	0	0	0	11.8	0	0	0	80	0	0	0	0	0	4.5	0	42.2	100	0	0	0	0	0	0	0	100	94.5	53.34166667	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	No	Yes	Less Than Usual	Change of routine	 	Usual Amount	 	1	 
900408192	9	Sunday	2	2	Wales	12.5	0	0	28	14.405	0	0	5	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	11.8	0	0	0	0	0	49	0	0	0	0	0	0	30	0	0	0	0	0	0	0	90	10	20	0	0	0	0	80	0	0	0	0	0	0	0	0	4	0	No	Yes	Usual Amount	 	 	Usual Amount	 	1	 
900409082	9	Sunday	9	1	Scotland	0	0	0	0	0	0	0	14	17.5	0	65	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.8	0	0	0	0	0	0	190	0	0	0	640.8	0	0	0	0	0	0	0	43.6	0	0	0	12	0	0	0	17.5	0	0	0	0	0	Yes	No	Usual Amount	 	 	Less Than Usual	Sickness/Tiredness	11	 
900409082	9	Monday	9	1	Scotland	23	0	0	0	0	0	0	14	0	0	0	49	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	34.7	0	0	0	74.8	0	0	0	0	0	0	58.5	0	189.115	0	0	0	400	0	35	0	250	0	45	0	43.6	0	0	0	0	0	0	0	0	0	0	0	8	0	Yes	No	Usual Amount	 	 	Less Than Usual	Too busy	11	 
900409082	9	Tuesday	9	1	Scotland	0	0	0	0	0	80	0	0	0	0	0	0	0	0	25	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	35	24	243.4	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	597.2	Yes	No	Usual Amount	 	 	Usual Amount	 	11	 
900409082	9	Wednesday	9	1	Scotland	23	0	0	0	0	0	0	29	0	0	0	21.75	0	0	0	0	70	50	0	0	0	0	0	0	0	0	0	0	25	0	0	0	176	0	0	0	0	0	0	58.5	94.8	326.25	0	0	400	200	0	0	0	0	36	0	0	43.6	0	0	175	12	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Less Than Usual	 	11	 
900409111	9	Friday	95	1	Scotland	46	0	0	26.6	24.36	35	0	14.4	0	0	100	16.8	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	45	0	0	0	100	0	0	0	0	0	0	148.5	0	345	0	0	0	0	0	0	15	1030	210	0	116.4	0	0	0	81	2	0	0	0	0	0	0	0	0	576.16	Yes	Yes	Usual Amount	 	 	Usual Amount	 	11	 
900409111	9	Saturday	95	1	Scotland	37.5	0	0	21.3	0	43	0	0	0	0	0	22	0	0	0	0	100	0	0	0	72.57	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	30	1230	157.5	45	0	0	0	0	81	5	0	0	0	0	0	0	0	0	0	Yes	Yes	Usual Amount	 	 	Usual Amount	 	11	 
900409111	9	Sunday	95	1	Scotland	0	0	0	42.3	24.36	0	0	11.5	0	0	0	0	125	0	0	0	0	0	235.33	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	112	0	250.3	0	0	0	0	443.33	0	0	0	0	0	0	25	945	150	0	0	0	0	0	108	2	0	0	0	0	0	0	0	0	0	Yes	Yes	Usual Amount	 	 	Usual Amount	 	11	 
900409111	9	Monday	95	1	Scotland	0	0	0	20	53.36	35	0	16	0	0	0	42	0	0	0	111.12	0	0	235.33	0	0	0	0	0	0	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	430	0	0	0	0	0	0	25	1000	0	0	0	0	0	0	189	1	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409212	9	Saturday	16	1	Scotland	22	0	0	13	140.8	0	0	32	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347.25	80.5	0	0	0	0	0	989.5	0	0	0	0	0	0	0	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409212	9	Sunday	16	1	Scotland	22	0	0	30	76	0	0	14	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	216.872045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	1005	0	0	0	0	0	0	0	722	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.7	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409212	9	Monday	16	1	Scotland	0	0	0	36	0	0	0	10	16.9	330.93	0	0	0	0	0	0	100	0	40	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	617	0	0	0	250	0	0	0	633	0	180	0	0	0	0	0	0	0	0	0	16.9	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409212	9	Tuesday	16	1	Scotland	20	0	0	0	80	0	0	0	0	36	0	0	0	0	0	0	175	0	40	0	0	0	0	0	0	0	0	97.8	0	0	0	0	0	65.1	201.9	0	0	0	0	0	0	189	0	0	0	500	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.7	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409261	9	Saturday	64	2	Scotland	0	0	0	35.6	0	0	0	0	0	0	0	26	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	40	0	741.1	0	0	46	0	0	0	0	0	109	0	136.4	0	0	0	0	0	0	0	1750	0	0	0	67.83	0	0	0	1	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409261	9	Sunday	64	2	Scotland	0	0	0	29.6	0	0	0	0	44.492	0	0	0	0	0	0	0	50	0	40	0	0	0	0	0	2.3835	0	0	0	0	1.1123	0	0	40	0	215.89	0	0	0	0	99.301	0	84.4	0	0	0	0	0	0	1.589	966.0382	0	63.56	0	20.23	0	0	0	0	44.492	0	0	0	0	0	0	9.534	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409261	9	Monday	64	2	Scotland	0	0	0	16.6	0	78.33	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	100	60	0	0	0	0	0	0	0	1890	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	33	0	No	No	Usual Amount	 	 	Usual Amount	 	11	 
900409261	9	Tuesday	64	2	Scotland	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	57	67	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	212.75	0	80	0	0	0	0	0	0	0	1720	0	0	0	60.69	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	No	Usual Amount	 	 	Usual Amount	 	11	 
900410031	9	Sunday	38	1	NI	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	150	218.5	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	371.95	0	0	0	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900410031	9	Monday	38	1	NI	0	0	0	56	0	0	0	0	60	0	240	0	0	0	0	0	0	0	218.5	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	700	0	0	0	0	0	200	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	400	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900410031	9	Tuesday	38	1	NI	0	200	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	300	218.5	0	0	0	0	128	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900410031	9	Wednesday	38	1	NI	0	0	0	26	0	0	0	0	0	195	0	0	0	0	0	0	0	200	577	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	237.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900410032	9	Sunday	12	1	NI	0	0	0	0	0	0	0	0	0	0	0	305	0	0	25	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410032	9	Monday	12	1	NI	0	0	0	0	0	0	93	0	0	0	198	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	535	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410032	9	Tuesday	12	1	NI	0	0	0	0	0	0	93	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410032	9	Wednesday	12	1	NI	0	0	0	0	0	0	0	0	0	0	153	43	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410061	9	Friday	80	2	NI	0	0	0	33.2	0	0	0	10.8	0	37.224	0	0	0	0	25	0	50	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	57.6	0	0	0	0	0	0	0	0	135	0	0	0	0	0	78	40	386	39.6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	39.6	200	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900410061	9	Saturday	80	2	NI	0	0	0	33.2	0	0	0	10.8	0	37.224	0	34	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	57.6	0	0	0	0	0	0	0	0	135	0	0	0	0	0	114	40	461	39.6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	39.6	200	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900410061	9	Sunday	80	2	NI	0	0	0	33.2	0	0	0	10.8	0	0	0	34	0	0	24.9	0	50	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	67.5	0	0	0	0	0	126	20	393	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	200	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900410142	9	Wednesday	9	2	NI	40	0	0	0	0	0	0	32	0	0	50	0	0	0	30.4	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	300	0	0	0	0	0	38	145.6	56	0	0	0	221.9	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410142	9	Thursday	9	2	NI	40	0	0	0	0	0	0	36	0	0	50	18	0	0	0	0	240	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.8	500	0	0	300	0	0	0	0	500	51	185.6	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410142	9	Friday	9	2	NI	40	0	0	40	0	0	0	32	8	0	43	0	0	0	0	114	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	600	0	0	0	0	0	0	0	600	0	145.6	0	0	0	0	80	0	8	0	0	0	0	0	0	30	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410142	9	Saturday	9	2	NI	90	0	0	20	64.8	0	0	18	0	0	100	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	11	0	0	250	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410171	9	Friday	30	2	NI	0	248.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	72	150	0	0	0	0	0	0	209.2	0	0	0	150	0	0	0	1200	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	16	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410171	9	Saturday	30	2	NI	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.9	0	0	0	0	0	0	60	0	0	0	300	0	0	0	720	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410171	9	Sunday	30	2	NI	0	0	0	0	0	0	0	24	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	18	0	0	0	0	0	0	20	0	0	0	150	0	0	0	240	85	0	0	68	0	0	0	0	0	0	0	0	0	0	0	60	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410171	9	Monday	30	2	NI	0	0	0	0	0	0	0	0	0	172.1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	180	0	0	0	0	0	0	149.2	0	0	0	300	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410172	9	Friday	11	2	NI	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	100	0	0	120	0	0	0	0	0	0	0	0	39.9	0	0	300	180	0	0	0	0	0	0	0	146.5	270.236	0	0	150	0	0	0	0	0	0	65.6	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Less Than Usual	Not hungry/thirsty	 	Less Than Usual	Don't know	3	 
900410172	9	Saturday	11	2	NI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.9	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900410172	9	Sunday	11	2	NI	0	0	0	0	0	0	0	0	0	130	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9	0	0	0	180	0	18	0	0	0	0	0	0	295.236	0	0	0	0	0	0	0	0	75	65.6	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
